100	50000	
F	0	8.242368	1.394033	1
F	1	29.782657	2.400913	1
F	2	4.430664	2.389340	1
F	3	8.416994	13.453662	1
F	4	14.947435	26.820056	1
F	5	0.470239	8.239506	1
F	6	29.142562	6.638344	1
F	7	12.494853	7.684110	1
F	8	10.902579	8.155413	1
F	9	12.479003	7.687288	1
F	10	9.085514	13.838089	1
F	11	13.535009	8.561728	1
F	12	2.290597	24.652245	1
F	13	28.957162	11.752251	1
F	14	11.208673	29.091043	1
F	15	14.321059	19.451041	1
F	16	0.485076	14.103716	1
F	17	21.851954	4.915740	1
F	18	16.493056	0.268948	1
F	19	18.369402	1.440491	1
F	20	27.089004	18.839641	1
F	21	9.679998	26.231566	1
F	22	25.477985	22.174850	1
F	23	3.915676	6.380565	1
F	24	0.330264	16.394679	1
F	25	14.067852	9.415778	1
F	26	0.232769	27.602861	1
F	27	17.977506	2.523366	1
F	28	22.255107	16.934668	1
F	29	14.275616	3.463779	1
F	30	16.025711	28.596676	1
F	31	22.914820	16.510786	1
F	32	12.700391	14.766774	1
F	33	21.426526	29.193448	1
F	34	15.035722	9.795928	1
F	35	0.633939	12.124727	1
F	36	28.635569	10.313936	1
F	37	8.356293	24.113555	1
F	38	2.488787	12.271970	1
F	39	0.494119	2.819050	1
F	40	28.666649	14.561972	1
F	41	12.234828	28.899418	1
F	42	12.164833	0.212334	1
F	43	1.422783	4.419939	1
F	44	17.147001	15.698400	1
F	45	7.883719	3.172712	1
F	46	14.295075	0.798539	1
F	47	19.683498	26.995467	1
F	48	15.565313	11.110024	1
F	49	26.188914	0.601036	1
F	50	20.905952	26.822853	1
F	51	12.725762	19.541522	1
F	52	7.136789	21.082055	1
F	53	13.655076	9.625575	1
F	54	3.354025	14.149196	1
F	55	12.444626	2.020674	1
F	56	28.711167	24.679454	1
F	57	0.920092	10.876000	1
F	58	24.891787	2.342875	1
F	59	15.295939	12.038788	1
F	60	18.041274	23.179658	1
F	61	15.211500	2.336350	1
F	62	23.978197	4.894998	1
F	63	29.331816	9.543510	1
F	64	16.005023	25.520731	1
F	65	10.144546	6.910975	1
F	66	22.343583	22.870308	1
F	67	26.452497	29.480372	1
F	68	13.952364	10.107573	1
F	69	9.105948	17.306389	1
F	70	24.256769	21.550573	1
F	71	19.327063	22.967936	1
F	72	16.230027	20.247154	1
F	73	3.843936	11.121814	1
F	74	22.590029	19.139875	1
F	75	23.160602	10.631303	1
F	76	12.319533	8.372103	1
F	77	12.967653	6.297731	1
F	78	13.267101	12.299469	1
F	79	15.841241	29.272123	1
F	80	7.820200	25.985787	1
F	81	6.183099	0.163783	1
F	82	18.856095	2.635595	1
F	83	29.644156	2.808459	1
F	84	12.743168	8.750103	1
F	85	20.114848	6.999937	1
F	86	0.300676	9.441910	1
F	87	29.967873	16.530703	1
F	88	29.689065	3.811809	1
F	89	27.652517	22.279094	1
F	90	22.951684	20.813119	1
F	91	2.910397	5.271217	1
F	92	29.185222	15.878050	1
F	93	11.568947	12.452323	1
F	94	28.177520	27.410188	1
F	95	11.724446	5.997720	1
F	96	23.395975	17.907545	1
F	97	6.161503	12.252070	1
F	98	20.543140	5.805658	1
F	99	15.060529	3.286309	1
C	0	14.555762	5.175377	18
C	1	10.286246	14.856438	47
C	2	14.617287	10.254119	67
C	3	1.387141	14.306352	17
C	4	14.065927	29.039658	96
C	5	6.585446	7.017611	67
C	6	19.852778	9.495843	77
C	7	12.288828	19.038000	13
C	8	25.373893	23.857775	62
C	9	1.490322	23.551413	46
C	10	21.267964	13.214769	7
C	11	29.549133	14.663939	94
C	12	1.122314	5.710636	58
C	13	26.916009	21.665454	25
C	14	11.516294	11.976538	21
C	15	24.951762	26.072056	94
C	16	17.151915	5.238008	90
C	17	10.928493	1.769203	46
C	18	15.492127	12.315634	62
C	19	16.075555	29.558054	18
C	20	11.355292	22.661001	56
C	21	6.575665	1.208070	85
C	22	2.156844	18.864492	34
C	23	20.246070	27.530737	30
C	24	12.722268	21.736392	22
C	25	21.082150	3.990231	23
C	26	4.951161	20.631283	42
C	27	18.654170	6.073474	64
C	28	26.341918	15.570179	59
C	29	27.738928	7.858212	73
C	30	27.546717	22.690690	74
C	31	3.930268	14.698633	28
C	32	27.928698	14.858761	19
C	33	16.467835	13.420825	92
C	34	27.174395	2.543390	44
C	35	12.978879	8.529688	15
C	36	25.204391	19.554544	10
C	37	9.737758	27.361234	20
