1	851	0.018987483
2	851	0.068411129
3	851	0.017121208
4	851	0.009469946
5	851	0.038385128
6	851	0.018987483
7	851	0.047206361
8	851	0.015465708
9	851	0.025944958
10	851	0.005969076
11	851	0.009805982
12	851	0.009469946
13	851	0.019275928
14	851	0.003569849
15	851	0.009469946
16	851	0.009469946
17	851	0.048716232
18	851	0.019397935
19	851	0.009517537
20	851	0.006401595
21	851	0.009517537
22	851	0.009517537
23	851	0.015460041
24	851	0.008534425
25	851	0.018939884
26	851	0.010245153
27	851	0.010181822
28	851	0.009469946
29	851	0.019679633
30	851	0.009517537
31	851	0.009469946
32	851	0.009469946
33	851	0.009469946
34	851	0.009469946
35	851	7.28E-04
36	851	0.005405321
37	851	0.003890928
38	851	0.011116754
1	852	0.016064841
2	852	0.05788098
3	852	0.014485834
4	852	0.008012286
5	852	0.032476716
6	852	0.016064841
7	852	0.039940142
8	852	0.013085151
9	852	0.021951397
10	852	0.005050289
11	852	0.008296605
12	852	0.008012286
13	852	0.01630889
14	852	0.003020365
15	852	0.008012286
16	852	0.008012286
17	852	0.041217612
18	852	0.016412122
19	852	0.008052556
20	852	0.005416231
21	852	0.008052556
22	852	0.008052556
23	852	0.013080365
24	852	0.007220767
25	852	0.016024571
26	852	0.008668169
