0.37081378	0.4053621	0.37002832	0.32760933	0.41338297	0.35757245	0.45035901	0.41026069	0.43999174	0.43418858			
0.39248132	0.50190594	0.3429986	0.41538082	0.41830433	0.4629726	0.42901174	0.34564801	0.41549745	0.44327666			
0.42078788	0.39426665	0.44161567	0.27264252	0.34395212	0.41636996	0.44932859	0.21385155	0.41206319	0.43447848			
0.38030375	0.35134184	0.38893224	0.37365711	0.43570674	0.14229219	0.18183146	0.35668894	0.37081378	0.43447848			
0.41636996	0.36612017	0.41549745	0.28947456	0.29561964	0.54892643	0.35199968	0.43999174	0.50190594	0.42124285			
0.34999623	0.34930745	0.31734577	0.35248293	0.4629726	0.21385155	0.41487691	0.41904982	0.37799352	0.34564801			
0.44932859	0.37305732	0.41434843	0.37745554	0.43570674	0.36532409	0.41727028	0.37365711	0.40478518	0.42078788			
0.41830433	0.42901174	0.3840029	0.3234392	0.44327666	0.30984682	0.39894688	0.38893224	0.36232877	0.45035901			
0.4053621	0.4144734	0.37002832	0.41538082	0.44161567	0.3220892	0.39248132	0.29488089	0.27264252	0.35757245			
0.41026069	0.4304735	0.40428821	0.28992694	0.38825707	0.39733666	0.39580386	0.3429986	0.39426665	0.38265834			
0.44766091	0.41338297	0.27922497	0.43418858	0.41206319	0.32760933	0.41779437	0.35134184	0.44402471	0.34395212			
0.43837721	0.34035575	0.38030375	0.44738349	0.44498082	0.36539015	0.36410481	0.16108133	0.11007739	0.18183146			
0.145523	0.16674272	0.35668894	0.21071257	0.15945526	0.14164091	0.16264623	0.11726718	0.2381876	0.10317573			
0.14229219	0.15102998	0.17670679	0.15577232	0.10842763	0.063697019	0.14452609	0.14825257	0.072994367	0.16069912			
0.10236365	0.086428857	0.097255659	0.12582766	0.15409834	0.09267549	0.20910943	0.15265362	0.09348138	0.563935			
0.12704214	0.10989672	0.12410753	0.069646966	0.13875949	0.12097397	0.095666119	0.12617503	0.11056464	0.091179251			
0.1411138	0.11380499	0.079676773	0.19142151	0.2077796	0.23475204	0.10473732	0.12179473	0.16650942	0.097984897			
0.17585963	0.16758636	0.13988979	0.085642916	0.10373905	0.16225333	0.10564204	0.10260472	0.23515943	0.1560476			
0.13644398	0.10786755	0.12630306	0.11935764	0.14098273	0.14574863	0.13053527	0.089874905	0.16269923	0.15013747			
0.12619039	0.077566783	0.15204833	0.21238155	0.12585612	0.082417049	0.14441429	0.20155806	0.20813543	0.1715347			
